,time,home,visit,home_score,visit_score,score differential,time(seconds),quarter
415,3:26,,Bledsoe 3' Driving Floating Bank Jump Shot (24 PTS),115,115,0,2632,Q5
416,3:26,Caldwell-Pope S.FOUL (P2.PN) (J.DeRosa),,115,115,0,2632,Q5
417,3:26,,Bledsoe Free Throw 1 of 1 (25 PTS),116,115,1,2632,Q5
418,3:11,James 26' 3PT Jump Shot (29 PTS) (Kuzma 3 AST),,116,118,-2,2647,Q5
419,2:44,,Antetokounmpo Offensive Charge Foul (P4.T4) (J.Capers),116,118,-2,2674,Q5
420,2:44,,Antetokounmpo Offensive Foul Turnover (P4.T11),116,118,-2,2674,Q5
421,2:36,Rondo Out of Bounds - Bad Pass Turnover Turnover (P3.T7),,116,118,-2,2682,Q5
422,2:25,,Bledsoe 1' Driving Layup (27 PTS),118,118,0,2693,Q5
423,2:25,Kuzma S.FOUL (P2.PN) (J.Capers),,118,118,0,2693,Q5
424,2:25,,Bledsoe Free Throw 1 of 1 (28 PTS),119,118,1,2693,Q5
425,2:10,James OFF.Foul (P2) (J.Capers),,119,118,1,2708,Q5
426,2:10,James Offensive Foul Turnover (P3.T8),,119,118,1,2708,Q5
427,1:54,Rondo S.FOUL (P5.PN) (D.Collins),,119,118,1,2724,Q5
428,1:54,,Brogdon Free Throw 1 of 2 (17 PTS),120,118,2,2724,Q5
429,1:54,,Brogdon Free Throw 2 of 2 (18 PTS),121,118,3,2724,Q5
430,1:54,LAKERS Timeout: Regular (Full 6 Short 0),,121,118,3,2724,Q5
431,1:48,Caldwell-Pope Bad Pass Turnover (P2.T9),Ilyasova STEAL (2 STL),121,118,3,2730,Q5
432,1:41,,Brogdon 24' 3PT Jump Shot (21 PTS) (Middleton 6 AST),124,118,6,2737,Q5
433,1:34,MISS James 27' 3PT Jump Shot,,124,118,6,2744,Q5
434,1:32,,Antetokounmpo REBOUND (Off:2 Def:13),124,118,6,2746,Q5
435,1:14,,MISS Bledsoe 27' 3PT Step Back Jump Shot,124,118,6,2764,Q5
436,1:11,Rondo REBOUND (Off:2 Def:6),,124,118,6,2767,Q5
437,1:01,MISS Ingram 13' Pullup Jump Shot,,124,118,6,2777,Q5
438,0:59,,Middleton REBOUND (Off:1 Def:3),124,118,6,2779,Q5
439,0:37,,Bledsoe 26' 3PT Jump Shot (31 PTS) (Antetokounmpo 6 AST),127,118,9,2801,Q5
440,0:37,LAKERS Timeout: Regular (Full 7 Short 0),,127,118,9,2801,Q5
441,0:35,MISS James 29' 3PT Jump Shot,,127,118,9,2803,Q5
442,0:31,,Middleton REBOUND (Off:1 Def:4),127,118,9,2807,Q5
443,0:29,Caldwell-Pope Personal Take Foul (P3.PN) (D.Collins),,127,118,9,2809,Q5
444,0:29,,Middleton Free Throw 1 of 2 (15 PTS),128,118,10,2809,Q5
445,0:29,,SUB: Connaughton FOR Bledsoe,128,118,10,2809,Q5
446,0:29,,SUB: Snell FOR Antetokounmpo,128,118,10,2809,Q5
447,0:29,,Middleton Free Throw 2 of 2 (16 PTS),129,118,11,2809,Q5
448,0:23,James 2' Driving Layup (31 PTS),,129,120,9,2815,Q5
449,0:22,Ingram Personal Take Foul (P3.PN) (D.Collins),,129,120,9,2816,Q5
450,0:22,,Middleton Free Throw 1 of 2 (17 PTS),130,120,10,2816,Q5
451,0:22,,SUB: Mirotic FOR Ilyasova,130,120,10,2816,Q5
452,0:22,,SUB: Canaan FOR Brogdon,130,120,10,2816,Q5
453,0:22,,Middleton Free Throw 2 of 2 (18 PTS),131,120,11,2816,Q5
454,0:16,MISS Ingram 20' Jump Shot,,131,120,11,2822,Q5
455,0:12,,Canaan REBOUND (Off:0 Def:1),131,120,11,2826,Q5
456,0:00,Go to top ⇧,,131,120,11,2838,Q5
457,00:00.0,,,131,120,11,2838,Q6
458,00:00.0,,,131,120,11,2838,Q6
459,00:12.6,,,131,120,11,2838,Q6
460,00:16.8,,,131,120,11,2834,Q6
